id,target
0,0.8135227036305808
1,0.6963978020704469
2,0.6671261635440928
3,0.7095002383546396
4,0.6665023129210387
5,0.815887405976302
6,0.707306973489835
7,0.8163934856301447
8,0.7993287183493574
9,0.6904007315484301
10,0.7428634307093751
11,0.7742414062054352
12,0.6576048004990731
13,0.6983695056361813
14,0.6916174875563326
15,0.8781611056308042
16,0.7233072085012987
17,0.7622372308124332
18,0.8179737708962255
19,0.6712471062037367
20,0.6960484658040913
21,0.6616887726277709
22,0.8040579723675819
23,0.7057821297411411
24,0.7554364512719358
25,0.7148277696708693
26,0.6781770459675224
27,0.7636558559079973
28,0.8609025659113013
29,0.6307419209344657
30,0.7165987149209926
31,0.6955652955587329
32,0.8097420307046261
33,0.6640727888628352
34,0.7552934533982322
35,0.7417792702695566
36,0.7804326858054018
37,0.8525209761622733
38,0.6521071112458455
39,0.729095227614231
40,0.8846220204315628
41,0.7289973187046465
42,0.7026443071175349
43,0.6511569169641896
44,0.6363467758216228
45,0.7922476557379762
46,0.7919003502537492
47,0.8378465603998547
48,0.7549538682932434
49,0.8139374485698999
50,0.7880587869706341
51,0.860751576567103
52,0.7941791074947209
53,0.8168662989022459
54,0.8015897915775685
55,0.7299036506439953
56,0.7362465577306917
57,0.6614481353874332
58,0.8119116307190041
59,0.68529007689647
60,0.7017397306944941
61,0.6702292589799026
62,0.6979198139107838
63,0.7082102090553067
64,0.8117431003731714
65,0.6877688298123203
66,0.7273811935319084
67,0.739866091929492
68,0.6696302981857357
69,0.698109102540711
70,0.7280706406072327
71,0.7029847864556817
72,0.7138423679050679
73,0.6935150388407422
74,0.6681225315914439
75,0.6943172881894395
76,0.7806506944522118
77,0.6857460687908035
78,0.6927509045887711
79,0.6899990087294061
80,0.8023954159073782
81,0.7963841705600546
82,0.7888820718867441
83,0.6928353107335921
84,0.6527575170852409
85,0.6998600565830645
86,0.7697424825253918
87,0.7068473703838576
88,0.7969544055765505
89,0.7504098775641159
90,0.6959380675446503
91,0.4838435208129835
92,0.8119116307190041
93,0.7331216548826139
94,0.691574982771822
95,0.7051737580118167
96,0.71819199994435
97,0.6649528773693484
98,0.6967961076790836
99,0.7887290203920083
100,0.8288454955575442
101,0.8099309418265904
102,0.7984344084706216
103,0.6927840421980358
104,0.7148084969196806
105,0.742370200978789
106,0.696959940832294
107,0.6970200208240123
108,0.7953301049478091
109,0.5372738874813519
110,0.8073272252934771
111,0.717011258758102
112,0.7317250006178864
113,0.7330250080875277
114,0.8067144612881949
115,0.8165762619183857
116,0.7590198865066641
117,0.7493841595681725
118,0.7256318606228617
119,0.8102776981336083
120,0.7892049421435039
121,0.7182244109404302
122,0.7898400039247778
123,0.7985577462429557
124,0.6702028488768021
125,0.6617234853447831
126,0.718310091919803
127,0.8542226906162197
128,0.7838981459358041
129,0.7925399693857653
130,0.7277619996588326
131,0.7961482695189744
132,0.7123548578312848
133,0.7217066640803642
134,0.7821712414258506
135,0.8153165564762412
136,0.8426223202423426
137,0.7665523654419308
138,0.7549406668850389
139,0.7916554599053826
140,0.6981350112435963
141,0.7082506559330168
142,0.8227488755923903
143,0.729433006719962
144,0.6985612985375866
145,0.7595514713254395
146,0.6662772945320343
147,0.790531010645857
148,0.7574883625648638
149,0.7000153457692484
150,0.7071901233585774
151,0.6927013300479226
152,0.7819059742515588
153,0.7182994580523796
154,0.6806912521835586
155,0.6757341213812088
156,0.683486356644849
157,0.8019357557491218
158,0.8299404570843063
159,0.7413117216787833
160,0.7006016538769533
161,0.6671261635440928
162,0.6673088271335841
163,0.8259740508010662
164,0.7443310182372788
165,0.7647168412628227
166,0.8020298294621303
167,0.7812823966260278
168,0.7824380999972276
169,0.8047979452238557
170,0.6996762245634661
171,0.8683480053967488
172,0.7251511148378572
173,0.6972838704886483
174,0.7732530397839472
175,0.7934319179566117
176,0.6802912028632522
177,0.7134000933679864
178,0.6852808764664451
179,0.8267343857732609
180,0.7684174600799831
181,0.6652596073500289
182,0.6609691532850029
183,0.6996928739670505
184,0.7257954206574168
185,0.7519888595474054
186,0.8496589726905663
187,0.7256485970744715
188,0.6329342008466404
189,0.7043544248571753
190,0.6614751359309764
191,0.6930414925724027
192,0.5652449989819852
193,0.785205225642331
194,0.7769317211568887
195,0.663497708473046
196,0.7126143213172169
197,0.8250605167177297
198,0.8070837013278844
199,0.7965991444855011
200,0.7343482955783621
201,0.6802692142880409
202,0.6777602092630439
203,0.7858194735138739
204,0.7420227814052165
205,0.6974991024145145
206,0.6914907936712134
207,0.7986269758445941
208,0.6450366801359203
209,0.6919964940763759
210,0.6662772945320343
211,0.8201930408169373
212,0.7877206613301909
213,0.8192922991838244
214,0.7883168159634456
215,0.7741894489043155
216,0.7230646923800951
217,0.7817268423500374
218,0.6914527786546584
219,0.7246847740961591
220,0.7883168159634456
221,0.7094380922590869
222,0.701690334710276
223,0.7732646167275908
224,0.7186521045071727
225,0.6278866880259153
226,0.6976532611751484
227,0.7017238082654083
228,0.7238979154601357
229,0.6967961076790836
230,0.7821121241807087
231,0.6760722758941761
232,0.6857866979678198
233,0.7097183773233027
234,0.700715269897822
235,0.7047758946635683
236,0.8692822297704298
237,0.8185484983766581
238,0.8197059829304016
239,0.8443962256842904
240,0.7315267303749914
241,0.8049313490470751
242,0.7639087346881152
243,0.6770521428452249
244,0.8110826173205274
245,0.8252832963789792
246,0.8277781088592963
247,0.7940358121709152
248,0.5920267760723004
249,0.6720691808298352
250,0.6789441608416747
251,0.7058708748038326
252,0.6989512698513436
253,0.6842772783710787
254,0.6955430180817186
255,0.7054879185724654
256,0.6945983207499449
257,0.7134623531707134
258,0.6563921652522056
259,0.8167496236417684
260,0.6907636149939103
261,0.6924614529746269
262,0.7515081770132316
263,0.6685342370403551
264,0.6666731096148303
265,0.6684577553214663
266,0.6986823783058418
267,0.7017605844859096
268,0.7939285097038253
269,0.7754153316958003
270,0.6815911067798934
271,0.7333909817392209
272,0.8073963120434866
273,0.7151149881297515
274,0.7760774049424936
275,0.7519950801860258
276,0.6995325492898267
277,0.7050826135873809
278,0.6718947735433287
279,0.6621770490419505
280,0.6844282096467094
281,0.8025151861516779
282,0.7129995495357009
283,0.6899122013524099
284,0.668111840742844
285,0.7081755082223199
286,0.7926045862298774
287,0.7900811806650049
288,0.6850714459718082
289,0.6546472161841567
290,0.8623539381020369
291,0.6662918696293972
292,0.7943055886870949
293,0.6742433542643866
294,0.7834826703476914
295,0.6992998126054177
296,0.8350346279792545
297,0.696250817971341
298,0.6441847765615665
299,0.7012067368304197
300,0.7585257427111914
301,0.720310062724748
302,0.6569805749522593
303,0.7158313833719736
304,0.8424041778327965
305,0.7729053580357871
306,0.6897546780633586
307,0.7017087599599425
308,0.7883168159634456
309,0.7682157050790611
310,0.7964314861068755
311,0.8186113776379069
312,0.6908444008352734
313,0.7883168159634456
314,0.7883874631964033
315,0.6629795696260308
316,0.7091872104506518
317,0.6945375363303232
318,0.8449883801897231
319,0.7075775903639611
320,0.8068171497469424
321,0.7646935502828385
322,0.7187530288687156
323,0.6974727690588736
324,0.8119116307190041
325,0.7105269431220421
326,0.7272035776434165
327,0.6920873395612026
328,0.6976896338121016
329,0.6840062376204321
330,0.6915924597007701
331,0.8192296038426388
332,0.8521081859174452
333,0.7071748195022978
334,0.6899990087294061
335,0.7409977394223526
336,0.8308780900915881
337,0.7859535154071225
338,0.7668121604969778
339,0.6629680288488895
340,0.6759366463487201
341,0.6286074677978025
342,0.6475851201471954
343,0.7957143122299725
344,0.7017226584807793
345,0.6707065165058893
346,0.7486593422472586
